Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       7/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [184]
[183]    0.0    0.00    0.00       7         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_uses_single_bucket(Hash_node_base**)  [183]
-----------------------------------------------
                0.00    0.00       7/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets() [185]
[184]    0.0    0.00    0.00       7         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [184]
                0.00    0.00       7/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_uses_single_bucket(Hash_node_base**)  [183]
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
-----------------------------------------------
                0.00    0.00       1/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [67]
                0.00    0.00       6/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
[185]    0.0    0.00    0.00       7         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets() [185]
                0.00    0.00       7/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [184]
-----------------------------------------------
                0.00    0.00       6/6           allocator_traits >::deallocate(allocator&, Hash_node_base**, unsigned long) [191]
[186]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator::deallocate(Hash_node_base**, unsigned long) [186]
-----------------------------------------------
                0.00    0.00       6/6           allocator_traits >::allocate(allocator&, unsigned long) [192]
[187]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator::allocate(unsigned long, void *) [187]
                0.00    0.00       6/6           __gnu_cxx::new_allocator::_M_max_size()  [188]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::new_allocator::allocate(unsigned long, void *) [187]
[188]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator::_M_max_size()  [188]
-----------------------------------------------
                0.00    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
[189]    0.0    0.00    0.00       6         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_allocate_buckets(unsigned long) [189]
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
-----------------------------------------------
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
[190]    0.0    0.00    0.00       6         pointer_traits::pointer_to(Hash_node_base*&) [190]
                0.00    0.00       6/6           Hash_node_base** addressof(Hash_node_base*&) [197]
-----------------------------------------------
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
[191]    0.0    0.00    0.00       6         allocator_traits >::deallocate(allocator&, Hash_node_base**, unsigned long) [191]
                0.00    0.00       6/1409249     is_constant_evaluated() [116]
                0.00    0.00       6/6           __gnu_cxx::new_allocator::deallocate(Hash_node_base**, unsigned long) [186]
-----------------------------------------------
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
[192]    0.0    0.00    0.00       6         allocator_traits >::allocate(allocator&, unsigned long) [192]
                0.00    0.00       6/1409249     is_constant_evaluated() [116]
                0.00    0.00       6/6           __gnu_cxx::new_allocator::allocate(unsigned long, void *) [187]
-----------------------------------------------
                0.00    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_allocate_buckets(unsigned long) [189]
[193]    0.0    0.00    0.00       6         Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
                0.00    0.00       6/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00       6/12          allocator::allocator, false> >(allocator, false> > &) [176]
                0.00    0.00       6/6           allocator_traits >::allocate(allocator&, unsigned long) [192]
                0.00    0.00       6/6           Hash_node_base** __to_address(Hash_node_base**) [196]
                0.00    0.00       6/12          allocator::~allocator() [177]
-----------------------------------------------
                0.00    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [184]
[194]    0.0    0.00    0.00       6         Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
                0.00    0.00       6/6           pointer_traits::pointer_to(Hash_node_base*&) [190]
                0.00    0.00       6/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00       6/12          allocator::allocator, false> >(allocator, false> > &) [176]
                0.00    0.00       6/6           allocator_traits >::deallocate(allocator&, Hash_node_base**, unsigned long) [191]
                0.00    0.00       6/12          allocator::~allocator() [177]
-----------------------------------------------
                0.00    0.00       6/6           Hash_node_base** addressof(Hash_node_base*&) [197]
[195]    0.0    0.00    0.00       6         Hash_node_base** __addressof(Hash_node_base*&) [195]
-----------------------------------------------
                0.00    0.00       6/6           Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
[196]    0.0    0.00    0.00       6         Hash_node_base** __to_address(Hash_node_base**) [196]
-----------------------------------------------
                0.00    0.00       6/6           pointer_traits::pointer_to(Hash_node_base*&) [190]
[197]    0.0    0.00    0.00       6         Hash_node_base** addressof(Hash_node_base*&) [197]
                0.00    0.00       6/6           Hash_node_base** __addressof(Hash_node_base*&) [195]
-----------------------------------------------
                0.00    0.00       1/4           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
                0.00    0.00       1/4           Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/4           decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
                0.00    0.00       1/4           void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
[198]    0.0    0.00    0.00       4         tuple&& forward >(remove_reference >::type&) [198]
-----------------------------------------------
                0.00    0.00       1/4           tuple forward_as_tuple(unsigned int&&) [244]
                0.00    0.00       1/4           tuple::tuple(unsigned int&&) [231]
                0.00    0.00       1/4           _Tuple_impl::_Tuple_impl(unsigned int&&) [222]
                0.00    0.00       1/4           _Head_base::_Head_base(unsigned int&&) [213]
[199]    0.0    0.00    0.00       4         unsigned int&& forward(remove_reference::type&) [199]
-----------------------------------------------
                0.00    0.00       1/2           Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long) [40]
                0.00    0.00       1/2           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
[200]    0.0    0.00    0.00       2         Prime_rehash_policy::_M_bkt_for_elements(unsigned long)  [200]
-----------------------------------------------
                0.00    0.00       2/2           _Deque_base >::_Deque_impl_data::_Deque_impl_data() [217]
[201]    0.0    0.00    0.00       2         _Deque_iterator::_Deque_iterator() [201]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z11printStatesRK5StateS1_ [247]
[202]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [202]
                0.00    0.00       1/1           unordered_map, equal_to, allocator > >::unordered_map() [223]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[203]    0.0    0.00    0.00       1         State::State() [203]
-----------------------------------------------
                0.00    0.00       1/1           allocator::allocator() [207]
[204]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator::new_allocator() [204]
-----------------------------------------------
                0.00    0.00       1/1           allocator, false> >::allocator() [209]
[205]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator, false> >::new_allocator() [205]
-----------------------------------------------
                0.00    0.00       1/1           Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long) [40]
[206]    0.0    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::__rehash_policy()  [206]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_Deque_impl::_Deque_impl() [214]
[207]    0.0    0.00    0.00       1         allocator::allocator() [207]
                0.00    0.00       1/1           __gnu_cxx::new_allocator::new_allocator() [204]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_Deque_impl::~_Deque_impl() [215]
[208]    0.0    0.00    0.00       1         allocator::~allocator() [208]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_ebo_helper, false> >, true>::_Hashtable_ebo_helper() [238]
[209]    0.0    0.00    0.00       1         allocator, false> >::allocator() [209]
                0.00    0.00       1/1           __gnu_cxx::new_allocator, false> >::new_allocator() [205]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_ebo_helper, false> >, true>::~_Hashtable_ebo_helper() [239]
[210]    0.0    0.00    0.00       1         allocator, false> >::~allocator() [210]
-----------------------------------------------
                0.00    0.00       1/1           unordered_map, equal_to, allocator > >::unordered_map() [223]
[211]    0.0    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
                0.00    0.00       1/1           Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_Hashtable_base() [234]
                0.00    0.00       1/1           Hashtable_alloc, false> > >::_Hashtable_alloc() [235]
                0.00    0.00       1/580569      Hash_node_base::_Hash_node_base() [119]
                0.00    0.00       1/1           Prime_rehash_policy::_Prime_rehash_policy(float) [237]
-----------------------------------------------
                0.00    0.00       1/1           _Tuple_impl::_M_head(_Tuple_impl&) [220]
[212]    0.0    0.00    0.00       1         _Head_base::_M_head(_Head_base&) [212]
-----------------------------------------------
                0.00    0.00       1/1           _Tuple_impl::_Tuple_impl(unsigned int&&) [222]
[213]    0.0    0.00    0.00       1         _Head_base::_Head_base(unsigned int&&) [213]
                0.00    0.00       1/4           unsigned int&& forward(remove_reference::type&) [199]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_Deque_base() [77]
[214]    0.0    0.00    0.00       1         _Deque_base >::_Deque_impl::_Deque_impl() [214]
                0.00    0.00       1/1           allocator::allocator() [207]
                0.00    0.00       1/1           _Deque_base >::_Deque_impl_data::_Deque_impl_data() [217]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::~_Deque_base() [219]
[215]    0.0    0.00    0.00       1         _Deque_base >::_Deque_impl::~_Deque_impl() [215]
                0.00    0.00       1/1           allocator::~allocator() [208]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_M_initialize_map(unsigned long) [76]
[216]    0.0    0.00    0.00       1         _Deque_base >::_M_create_nodes(State**, State**) [216]
                0.00    0.00       1/124019      _Deque_base >::_M_allocate_node() [148]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_Deque_impl::_Deque_impl() [214]
[217]    0.0    0.00    0.00       1         _Deque_base >::_Deque_impl_data::_Deque_impl_data() [217]
                0.00    0.00       2/2           _Deque_iterator::_Deque_iterator() [201]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::~_Deque_base() [219]
[218]    0.0    0.00    0.00       1         _Deque_base >::_M_destroy_nodes(State**, State**) [218]
                0.00    0.00       1/124019      _Deque_base >::_M_deallocate_node(State*) [149]
-----------------------------------------------
                0.00    0.00       1/1           deque >::~deque() [229]
[219]    0.0    0.00    0.00       1         _Deque_base >::~_Deque_base() [219]
                0.00    0.00       1/1           _Deque_base >::_M_destroy_nodes(State**, State**) [218]
                0.00    0.00       1/1           _Deque_base >::_Deque_impl::~_Deque_impl() [215]
                0.00    0.00       1/12          _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int& __get_helper(_Tuple_impl&) [242]
[220]    0.0    0.00    0.00       1         _Tuple_impl::_M_head(_Tuple_impl&) [220]
                0.00    0.00       1/1           _Head_base::_M_head(_Head_base&) [212]
-----------------------------------------------
                0.00    0.00       1/1           tuple::tuple(tuple&&) [232]
[221]    0.0    0.00    0.00       1         _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [221]
-----------------------------------------------
                0.00    0.00       1/1           tuple::tuple(unsigned int&&) [231]
[222]    0.0    0.00    0.00       1         _Tuple_impl::_Tuple_impl(unsigned int&&) [222]
                0.00    0.00       1/4           unsigned int&& forward(remove_reference::type&) [199]
                0.00    0.00       1/1           _Head_base::_Head_base(unsigned int&&) [213]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [202]
[223]    0.0    0.00    0.00       1         unordered_map, equal_to, allocator > >::unordered_map() [223]
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
-----------------------------------------------
                0.00    0.00       1/1           Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
[224]    0.0    0.00    0.00       1         void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
                0.00    0.00       1/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00       1/4           tuple&& forward >(remove_reference >::type&) [198]
                0.00    0.00       1/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
                0.00    0.00       1/1           decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
-----------------------------------------------
                0.00    0.00       1/1           decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
[225]    0.0    0.00    0.00       1         pair::pair(piecewise_construct_t, tuple, tuple) [225]
                0.00    0.00       1/1           pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [226]
-----------------------------------------------
                0.00    0.00       1/1           pair::pair(piecewise_construct_t, tuple, tuple) [225]
[226]    0.0    0.00    0.00       1         pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [226]
                0.00    0.00       1/1           unsigned int&& forward(remove_reference::type&) [246]
                0.00    0.00       1/1           tuple_element >::type& get(tuple&) [245]
-----------------------------------------------
                0.00    0.00       1/1           deque >::~deque() [229]
[227]    0.0    0.00    0.00       1         deque >::_M_destroy_data(_Deque_iterator, _Deque_iterator, allocator &) [227]
-----------------------------------------------
                0.00    0.00       1/1           deque >::~deque() [229]
[228]    0.0    0.00    0.00       1         deque >::end() [228]
                0.00    0.00       1/1736261     _Deque_iterator::_Deque_iterator(_Deque_iterator &) [111]
-----------------------------------------------
                0.00    0.00       1/1           queue > >::~queue() [230]
[229]    0.0    0.00    0.00       1         deque >::~deque() [229]
                0.00    0.00       1/1736260     _Deque_base >::_M_get_Tp_allocator() [113]
                0.00    0.00       1/1           deque >::end() [228]
                0.00    0.00       1/1736260     deque >::begin() [114]
                0.00    0.00       1/1           deque >::_M_destroy_data(_Deque_iterator, _Deque_iterator, allocator &) [227]
                0.00    0.00       1/1           _Deque_base >::~_Deque_base() [219]
-----------------------------------------------
                0.00    0.00       1/1           solve(State &, int) [2]
[230]    0.0    0.00    0.00       1         queue > >::~queue() [230]
                0.00    0.00       1/1           deque >::~deque() [229]
-----------------------------------------------
                0.00    0.00       1/1           tuple forward_as_tuple(unsigned int&&) [244]
[231]    0.0    0.00    0.00       1         tuple::tuple(unsigned int&&) [231]
                0.00    0.00       1/4           unsigned int&& forward(remove_reference::type&) [199]
                0.00    0.00       1/1           _Tuple_impl::_Tuple_impl(unsigned int&&) [222]
-----------------------------------------------
                0.00    0.00       1/1           decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
[232]    0.0    0.00    0.00       1         tuple::tuple(tuple&&) [232]
                0.00    0.00       1/1           _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [221]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_Hashtable_base() [234]
[233]    0.0    0.00    0.00       1         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_Hash_code_base() [233]
                0.00    0.00       1/1           Hashtable_ebo_helper, true>::_Hashtable_ebo_helper() [241]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
[234]    0.0    0.00    0.00       1         Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_Hashtable_base() [234]
                0.00    0.00       1/1           Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_Hash_code_base() [233]
                0.00    0.00       1/1           Hashtable_ebo_helper, true>::_Hashtable_ebo_helper() [240]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
[235]    0.0    0.00    0.00       1         Hashtable_alloc, false> > >::_Hashtable_alloc() [235]
                0.00    0.00       1/1           Hashtable_ebo_helper, false> >, true>::_Hashtable_ebo_helper() [238]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [67]
[236]    0.0    0.00    0.00       1         Hashtable_alloc, false> > >::~_Hashtable_alloc() [236]
                0.00    0.00       1/1           Hashtable_ebo_helper, false> >, true>::~_Hashtable_ebo_helper() [239]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
[237]    0.0    0.00    0.00       1         Prime_rehash_policy::_Prime_rehash_policy(float) [237]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_alloc, false> > >::_Hashtable_alloc() [235]
[238]    0.0    0.00    0.00       1         Hashtable_ebo_helper, false> >, true>::_Hashtable_ebo_helper() [238]
                0.00    0.00       1/1           allocator, false> >::allocator() [209]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_alloc, false> > >::~_Hashtable_alloc() [236]
[239]    0.0    0.00    0.00       1         Hashtable_ebo_helper, false> >, true>::~_Hashtable_ebo_helper() [239]
                0.00    0.00       1/1           allocator, false> >::~allocator() [210]
-----------------------------------------------
                0.00    0.00       1/1           Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_Hashtable_base() [234]
[240]    0.0    0.00    0.00       1         Hashtable_ebo_helper, true>::_Hashtable_ebo_helper() [240]
-----------------------------------------------
                0.00    0.00       1/1           Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_Hash_code_base() [233]
[241]    0.0    0.00    0.00       1         Hashtable_ebo_helper, true>::_Hashtable_ebo_helper() [241]
-----------------------------------------------
                0.00    0.00       1/1           tuple_element >::type& get(tuple&) [245]
[242]    0.0    0.00    0.00       1         unsigned int& __get_helper(_Tuple_impl&) [242]
                0.00    0.00       1/1           _Tuple_impl::_M_head(_Tuple_impl&) [220]
-----------------------------------------------
                0.00    0.00       1/1           void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
[243]    0.0    0.00    0.00       1         decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
                0.00    0.00       1/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
                0.00    0.00       1/4           tuple&& forward >(remove_reference >::type&) [198]
                0.00    0.00       1/1           tuple::tuple(tuple&&) [232]
                0.00    0.00       1/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00       1/2897395     operator new(unsigned long, void*) [105]
                0.00    0.00       1/1           pair::pair(piecewise_construct_t, tuple, tuple) [225]
-----------------------------------------------
                0.00    0.00       1/1           Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
[244]    0.0    0.00    0.00       1         tuple forward_as_tuple(unsigned int&&) [244]
                0.00    0.00       1/4           unsigned int&& forward(remove_reference::type&) [199]
                0.00    0.00       1/1           tuple::tuple(unsigned int&&) [231]
-----------------------------------------------
                0.00    0.00       1/1           pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [226]
[245]    0.0    0.00    0.00       1         tuple_element >::type& get(tuple&) [245]
                0.00    0.00       1/1           unsigned int& __get_helper(_Tuple_impl&) [242]
-----------------------------------------------
                0.00    0.00       1/1           pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [226]
[246]    0.0    0.00    0.00       1         unsigned int&& forward(remove_reference::type&) [246]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [202] __static_initialization_and_destruction_0(int, int) [5] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [79] queue > >::queue >, void>()
   [7] legal(State &, signed char, signed char) [82] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::begin() [230] queue > >::~queue()
   [2] solve(State &, int) [66] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::clear() [231] tuple::tuple(unsigned int&&)
  [49] outputH(unsigned int)  [38] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [232] tuple::tuple(tuple&&)
 [203] State::State()         [16] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash(unsigned long, unsigned long &) [141] tuple::tuple(tuple&&)
 [103] State::State(State &, signed char, signed char, signed char) [211] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [142] tuple::tuple(unsigned int &)
 [145] __gnu_cxx::new_allocator::deallocate(State*, unsigned long) [67] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [129] Hash_node, false>::_Hash_node()
 [146] __gnu_cxx::new_allocator::allocate(unsigned long, void *) [212] _Head_base::_M_head(_Head_base&) [40] Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long)
 [204] __gnu_cxx::new_allocator::new_allocator() [213] _Head_base::_Head_base(unsigned int&&) [29] Node_iterator, false, false>::_Node_iterator(Hash_node, false>*)
 [120] __gnu_cxx::new_allocator, false> >::deallocate(Hash_node, false>*, unsigned long) [137] _Head_base::_M_head(_Head_base&) [130] Node_iterator, false, false>::operator++()
 [121] __gnu_cxx::new_allocator, false> >::allocate(unsigned long, void *) [138] _Head_base::_Head_base(unsigned int &) [233] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_Hash_code_base()
 [205] __gnu_cxx::new_allocator, false> >::new_allocator() [92] unsigned int & __pair_get::__const_get(pair &) [119] Hash_node_base::_Hash_node_base()
